name,lat,lng,category
بينک الحبيب,33.5825011,73.0305227,bank
نیشنل بینک آف پاکستان,33.5838753,73.0337978,bank
Café Amazon,33.7005872,73.0091472,cafe
الائیڈ بینک لمیٹڈ,33.5977357,73.0459037,bank
ایم سی بی بینک,33.5979904,73.0454504,bank
ایم سی بی بینک,33.5980865,73.0471992,bank
الائیڈ بینک لمیٹڈ,33.5984638,73.0486717,bank
Health & Wellness,33.6364419,73.0626239,pharmacy
Clinic and Dignostic Centre,33.6456706,72.9638728,hospital
بینک الفلاح,33.6442429,72.959236,bank
Naan Hub,33.6443994,72.9586392,cafe
The Road House cafe,33.644519,72.958816,cafe
Iqbal Pharmacy,33.6439991,72.9587939,pharmacy
Capital super store,33.6442061,72.9591531,supermarket
Quetta Cafe,33.6456734,72.9642892,cafe
Meet up Cafe,33.6457148,72.9643158,cafe
Ittalian Pizza,33.6453843,72.9640738,restaurant
Anwer Capital Hospital,33.6452961,72.9641192,hospital
الائیڈ بینک لمیٹڈ,33.6454769,72.9634646,bank
Nasir Pharmacy,33.6452554,72.9634726,pharmacy
Barkat saving Centre,33.6451071,72.9635811,supermarket
HBL Bank,33.6457549,72.9640526,bank
CDA Khoka,33.6765397,73.0236394,cafe
Ispalal School,33.7373012,73.1154099,school
Shah Allah Ditta School,33.7180704,72.9327124,school
Bank Al-Habib,33.5982439,73.049293,bank
عسکری بینک,33.5966082,73.0474269,bank
یونائیٹڈ بینک لمیٹڈ,33.5959279,73.0481612,bank
بینک الفلاح,33.5953068,73.0493058,bank
The Monkey Spot,33.7376626,73.0491446,cafe
Surgical Centre Islamabad,33.7149444,73.0333152,hospital
ٹوٹل,33.6294442,72.9417717,fuel
Burgers etc.,33.7205459,73.0572707,restaurant
Saffron Foodies,33.6902482,73.0316363,restaurant
اسٹینڈرڈ چارٹرڈ,33.5943295,73.0530649,bank
Abbasi CNG,33.655664,73.0716495,fuel
Bilal Market,33.6923478,73.0385078,supermarket
Al Muslim General Store,33.6376753,73.1298432,supermarket
Attock,33.621405,73.0075313,fuel
Chinese Resturent,33.6533077,73.0312273,restaurant
Ha Pi Restaurant,33.6839944,72.9865641,restaurant
Senior assembly point,33.6090625,73.0855609,school
Bank of Punjab,33.6320213,73.086416,bank
Bank of Punjab,33.6320627,73.0864227,bank
Shinwari Hotel,33.6297413,72.939194,restaurant
OLD Books N Books 2,33.6955543,73.0134589,bank
OLD Book Heaven,33.6943676,73.0135733,bank
Officers Family Ward CMH Rawalpindi,33.5777397,73.0471312,hospital
Melody Market,33.7153006,73.0862297,restaurant
Sky pharmacy,33.6047728,73.0085042,pharmacy
ABL,33.5983955,73.0204053,bank
Al Fallah,33.5980583,73.0204158,bank
ISLAMABAD MODEL SCHOOL FOR GIRL (VI-X),33.6880505,73.0403893,school
Asian Pulao,33.5991,73.154559,restaurant
Twin City Diagnostics,33.640755,73.0788445,hospital
Talha Heights,33.6430784,73.0718989,supermarket
Sattar Tikka House,33.6114215,73.0618274,restaurant
یونائیٹڈ بینک لمیٹڈ,33.5992612,73.0555117,bank
Rahmat Noor Clinic,33.5983726,73.0462166,hospital
Masjid Abdur Rehman Bin Auf,33.6778189,73.0117988,mosque
Sunehri Ghosia Masjid,33.6174485,73.0596223,mosque
Jamiah Masjid Nurani Sabri,33.6166172,73.0599224,mosque
Kashmiri Tea(Vendor),33.6167808,73.0581008,restaurant
Darbar Mastal Shareef,33.6658695,73.0340283,mosque
مزار,33.6585049,72.9965683,mosque
Pizza Mania,33.5501582,73.1230875,restaurant
HBS General Hospital,33.6448002,73.1726511,hospital
HAYAT FURNISHERS,33.5936242,73.0562185,supermarket
HAYAT FURNISHERS,33.5932445,73.0559741,supermarket
جامع مسجد,33.6038096,73.0570723,mosque
Major General (Retired) Dr. Mohammad Naeem Khan Neuro-Physician,33.605765,73.0187797,hospital
Sattar restuarent T&T Market ISB.,33.695787,73.0600708,cafe
Noorani,33.6388925,73.0505679,mosque
مسجد بلال,33.6386458,73.051277,mosque
Ahl-e-Hadees,33.6192865,73.0571939,mosque
Molvi Nadar Din,33.6212902,73.0594974,mosque
Qazi Nizzamuddin,33.6226571,73.0590414,mosque
Muhammadi,33.6148772,73.0606261,mosque
Kaiylaywali,33.613849,73.0619763,mosque
Rehmania,33.6237443,73.0513102,mosque
Markazi Imam Bargah Qadeem,33.6221762,73.0585796,mosque
Shrine of Baba Sarkar,33.6242675,73.0578395,mosque
Al-Rehman,33.6246473,73.0619241,mosque
Muhammadi Ahl-e-Hadees,33.6269074,73.0628208,mosque
Al-Minar,33.6227399,73.0608629,mosque
Ayesha Saddiqa,33.6234374,73.0649864,mosque
"Government Technical Training Institute, Kohati Bazar",33.62318,73.0651675,school
فیروز پور مسجد,33.6239504,73.0667278,mosque
Shrine of Baba Abdul Rehman Nagpuri,33.6263586,73.05126,mosque
Khayaban,33.6296358,73.0516445,mosque
Darbar Aliya Mohra Sharif,33.6299682,73.0528483,mosque
Shrine of Pir Jamil ur-Rehman,33.6285504,73.0563871,mosque
Shuhada,33.5988884,73.0356624,mosque
Mialam,33.6146368,73.0591934,mosque
Firdousia,33.6210833,73.0378326,mosque
Allah Wali,33.6202636,73.0551409,mosque
Rehmania,33.6248719,73.0528028,mosque
TB Centre Mosque,33.6261041,73.0522519,mosque
Shrine of Baba Abdul Wadood Shah,33.6235974,73.0516462,mosque
Astana Alia of Pir Mehboob ur-Rehman,33.6271142,73.0561536,mosque
Al-Habib,33.6267569,73.0586041,mosque
Pir Choa,33.6244256,73.0581552,mosque
Hilal,33.6292096,73.0678439,mosque
مدنی,33.6360384,73.0679577,mosque
Ghausia,33.6376397,73.0764355,mosque
Qadeemi,33.6457209,73.0850458,mosque
Astana of Pir Allauddin Siddiqui,33.644061,73.08878,mosque
Imambargah Qasr-e-Sakina,33.641173,73.1035217,mosque
Al Syed General store,33.6128883,72.9925886,supermarket
Siddiqia,33.6108336,73.0503558,mosque
Dar-us-Salaam,33.6109946,73.053373,mosque
Akbari,33.607156,73.0491252,mosque
Imambargah Colonel Maqbool Hussain,33.6120375,73.0613853,mosque
Usmania Barelvi,33.6079672,73.0741235,mosque
Raheemia,33.6050665,73.0749268,mosque
Umer Farooq,33.6115936,73.0804162,mosque
Owaisia,33.6048214,73.0808865,mosque
Hanfia,33.603433,73.0764113,mosque
مسجد بلال,33.6026623,73.078216,mosque
Darbar-e-Ghousia,33.6090122,73.0760314,mosque
Rizvia,33.610889,73.0749111,mosque
Shrine of Muhammad Shah,33.5738701,73.0158301,mosque
Shrine of Chiragh Din,33.5965928,73.0706287,mosque
Shrine of Alif Shah,33.5735211,73.0581828,mosque
Anwar-e-Madina,33.623347,73.0491592,mosque
Amir Farooq,33.6245256,73.0450983,mosque
Walayatian,33.6254575,73.0424756,mosque
Quba,33.6257953,73.0292764,mosque
Noor-e-Madina,33.6234984,73.029227,mosque
یوسف,33.6207527,73.0181145,mosque
یوسف کالونی مسجد,33.6218202,73.0194548,mosque
Ashab-e-Suffa,33.618336,73.011865,mosque
Umar-e-Farooq,33.6184594,73.0395517,mosque
Aqsa,33.617671,73.0370224,mosque
Shrine of Sher-e-Khuda,33.6233161,73.0395127,mosque
Ghausia,33.6343023,73.0396466,mosque
Imambargah,33.6348284,73.0394797,mosque
Shrine of Jhangi Sarkar,33.6571598,73.0919221,mosque
Mian Fazl-e-Ilahi,33.6140782,73.0576503,mosque
Moti,33.6100218,73.0592601,mosque
Noori,33.6339209,73.0445596,mosque
Imambargah Syed Muhammad Agha Rizvi,33.6181461,73.0590585,mosque
Noor,33.6272487,73.0838073,mosque
Am Pm Cafe,33.6670189,73.0732402,cafe
SaveMart,33.6684024,73.0754328,supermarket
Gulshan Roll In And Fried Chicken,33.6689582,73.0760074,restaurant
Noor E Madina,33.6668172,73.0805313,mosque
Standard Chartered,33.666679,73.0738439,bank
Masjid E Bilal,33.6659989,73.0838414,mosque
"China Town, Jade Cafe",33.6684365,73.0754426,restaurant
Quetta Tea 24/7,33.66891,73.0762467,cafe
الائیڈ بینک,33.6674652,73.0758526,bank
Healthy Refreshment Center,33.6687346,73.0759547,restaurant
OPTP i-8,33.6684921,73.0754593,restaurant
Prayer Room,33.5566106,72.8337459,mosque
The Pizza Guys,33.7296326,73.0763698,restaurant
Bilal CNG,33.6036038,73.0717306,fuel
Zam Zam Hascol Petrol Pump,33.6033091,73.0717546,fuel
Chiki Panda,33.5716143,73.1457992,restaurant
Student Cafe,33.6042938,73.0755767,cafe
Zeeshan Chemist,33.6043491,73.075796,pharmacy
Cash One (PHA Flats I-11),33.6352179,73.0174517,bank
پاکستان اسٹیٹ آئل,33.7374049,73.174656,fuel
CSD,33.7377875,73.1750488,supermarket
Ark Builders,33.6965389,73.0516439,restaurant
Asia kidney hospital,33.5596878,73.0875818,hospital
ElectricStorePk Electric Store,33.5648093,73.1513334,supermarket
مسجد الفاتح القديم,33.6982366,72.9606018,mosque
Haji Muhammad Bashir مطب ہڈی جوڑ,33.6290183,73.0675033,hospital
پاکستان اسٹیٹ آئل,33.633835,72.9335097,fuel
Mumtaz general store,33.7419566,73.1909451,supermarket
Heavy MuaMLaT,33.7215987,73.0577005,cafe
Bank Al Habib,33.6450305,73.0642122,bank
Swati Pharmacy & Cosmatics,33.5982203,72.9934468,pharmacy
Butt Kerhai  Tikka F-8 Markaz,33.7108709,73.0393894,restaurant
Sher Khan LPG,33.6318186,72.9224674,fuel
Five Diner,33.7229203,73.0593075,restaurant
Max Health Hospital,33.6976835,73.0491988,hospital
فیصل مسجد,33.7297461,73.0380457,mosque
Masjid Bilal,33.5536914,73.1549002,mosque
Masjid Ameer Hamza,33.5540912,73.1570148,mosque
Masjid Dar-ul-Toheed,33.5546385,73.1617263,mosque
The Savvy School,33.5595954,73.1590681,school
Naan Dhaaba F6,33.7293842,73.0758828,cafe
Fredrigo's Pizza,33.7211881,73.0589141,restaurant
Cafe Sierra,33.7301309,73.0766622,cafe
Family Cash n Carry,33.6245479,72.9698722,supermarket
Al-Madina Restaurant,33.6243846,72.9699514,restaurant
MashAllah Restaurant,33.6231959,72.9705693,restaurant
Chick Fillet,33.6246414,72.972482,restaurant
G7 Sitara Market,33.722192,73.0842527,supermarket
Habibmetro Bank,33.6983265,73.0486642,bank
Asfand Khan Shaheed Model School,33.6195743,73.1448246,school
کینٹکی فرائیڈ چکن,33.6995802,72.9732615,restaurant
مسجد بلال,33.6937085,72.9418359,mosque
شفاء ہیلتھ کئیر ہسپتال,33.6917797,72.944307,hospital
Main Mosque,33.6230276,72.9648158,mosque
Mushtaq Baig Shaheed Medical Clinic,33.6230109,72.9645556,hospital
Masjid Chambeli Road,33.651937,73.0331206,mosque
Mosque I-10 Markaz,33.6475071,73.0364482,mosque
KFC,33.6476668,73.0385248,restaurant
Colorado Kitchen,33.7001939,72.9737272,restaurant
Punjab Cash and Carry,33.6476126,73.0385662,supermarket
شہزاد ٹاؤن مارکیٹ,33.6725215,73.1407006,supermarket
Najeeb Pharmacy,33.650484,72.9718291,pharmacy
Food stalls,33.6833719,72.9884723,restaurant
Teahouse,33.6908386,72.9785022,cafe
Dried fruits,33.681402,73.045068,supermarket
Mini market,33.6907594,72.9785502,supermarket
Boom Boom Roll Paratha,33.6938735,73.0143785,restaurant
Food stalls,33.6816246,73.0462235,restaurant
Punjab Cash and Carry,33.644733,72.9590152,supermarket
Pappasallis Pizza,33.6479618,72.9676382,restaurant
Najeeb Superstore,33.6505291,72.9718077,supermarket
Soneri Bank,33.6531676,72.9675428,bank
King's Nad,33.6553585,72.9635536,restaurant
Askari Bank,33.6452928,72.963437,bank
Domino's,33.6454488,72.9633179,restaurant
Optp,33.645449,72.9641753,restaurant
Mr. Cod,33.6454809,72.964236,restaurant
Save Mart,33.6684966,72.999684,supermarket
Scienta Vision School & College,33.6459908,72.9642765,school
Tahir Khan Restoran (TKR),33.6952113,73.0758928,restaurant
D. Watson,33.5579733,73.1355889,supermarket
Masjid Kausar,33.7205262,73.0827147,mosque
Tuscany Courtyard,33.7355212,73.078235,restaurant
masjid riaz ul jannah,33.6171303,73.1371849,mosque
Bank Alfalah,33.6165046,73.1376314,bank
Chop Chop Wok,33.7306203,73.079258,restaurant
Planc,33.72178,73.0588734,restaurant
B&S Pharmacy,33.6584431,72.8560532,pharmacy
Islamabad Mart,33.6584011,72.8559124,supermarket
Islamabad Pharma,33.6585124,72.8559934,pharmacy
HBL Bank,33.6591748,72.8585061,bank
Mart 17,33.6591655,72.8580874,supermarket
Downtown Pizza,33.6589856,72.857712,restaurant
Kinnara,33.6590379,72.8579145,cafe
Kim Mug,33.7212312,73.0587079,restaurant
CCC Club Grill Central,33.7261224,73.0579042,restaurant
Brew,33.7273073,73.0478038,cafe
Allied Bank,33.7215201,73.1065044,bank
Bank Alfalah,33.7217379,73.1072357,bank
Ahmed Burgers & Food Point,33.6261809,73.1598838,restaurant
Quetta Restaurant,33.6261791,73.1599894,restaurant
Health Care Pharmacy,33.6248116,73.1599745,pharmacy
Khayber Naan Center,33.6261804,73.1599343,restaurant
Quetta SK Hotel,33.6294502,73.1172644,restaurant
Al Jawad International Hotel & Restaurant,33.6294727,73.1173684,restaurant
Baoo jee Murgh Pulao,33.629499,73.1175387,restaurant
Zia Balti & BBQ,33.6990715,73.0648387,restaurant
Kitchen Care,33.7099675,73.0571947,restaurant
Haleem Ghar,33.7102435,73.0577235,restaurant
Testing Hospital Ismail,33.7040908,73.056917,hospital
The Secret Garden,33.5501884,73.1254922,restaurant
The Smokey Cauldron,33.7296699,73.0770447,restaurant
Carrefour,33.7035329,72.9480921,supermarket
Restaurant bbq 30 rupee 2023,33.630145,72.9411161,restaurant
Smokey cheese,33.7234527,73.0587904,restaurant
UBL,33.6279933,73.1121145,bank
Bank Islami,33.6275522,73.1123249,bank
Aramco Petroleum,33.7146018,73.0972229,fuel
Subway,33.714801,73.0971582,restaurant
Islamabad Specialists Clinic F-8 Markaz,33.711174,73.0417786,hospital
Burger In Town,33.5510592,73.1234986,restaurant
Bank Alfalah,33.6164215,73.1376285,bank
Prime Pharmacy,33.6161371,73.1375852,pharmacy
Advanced International Hospital G-8 Markaz,33.6963846,73.0502887,hospital
Cheezious Taramri,33.6428201,73.1604838,restaurant
"UBL Bank, Taramri Branch",33.6431981,73.1614995,bank
Allied Bank,33.6407732,73.1567782,bank
"Save Mart, Taramri",33.6444201,73.1652874,supermarket
"Meezan Bank, Taramri branch",33.6428321,73.1605429,bank
Faysal Bank,33.6411876,73.157182,bank
"Soneri Bank Taramri,",33.6415328,73.1575204,bank
"TKR Restaurant, Taramri",33.6416835,73.1576357,restaurant
Baoo Jee Murgh Pulao & Restaurant Tarlai,33.6391176,73.1543144,restaurant
"PAF Hospital, Unit 2 Parking",33.7075986,73.0148593,hospital
Savour Foods,33.61362,72.9960127,restaurant
Al Habib Islamic Bank,33.7036852,73.0720755,bank
Balochistan Dry Fruit Merchant / ICEES,33.5951293,73.0545919,restaurant
United Bank Limited,33.5996975,73.1545028,bank
Rauf Rasheed Traders,33.6162419,73.0540556,supermarket
M Umair Rice Traders,33.6162751,73.054062,supermarket
M2M's Papa Coffee,33.6367932,73.0689804,cafe
Shifa College of Dentistry,33.6500194,73.0956311,hospital
2Bro's Cafe & Restaurant,33.7002949,72.9733225,cafe
Byco Pump,33.6282705,73.020628,fuel
Punjab Cash & Carry,33.587162,73.0830837,supermarket
Afghan Tikka & Plau House,33.6563341,73.0556256,restaurant
Masjid Abu Unaida Bin Jarrah,33.6562366,73.0597011,mosque
Cheezious,33.5848213,73.0896903,restaurant
GARRISON PAKISTAN,33.5950324,73.0556553,mosque
Huma Jewellers,33.7213477,73.0572843,supermarket
Hakim KAZMI,33.578359,73.1470029,hospital
"The Educators, Park Road Campus",33.6631554,73.1543001,school
United Bank Limited (UBL),33.7116023,73.0613368,bank
Nazir Foods,33.6853683,73.0438551,restaurant
Punjab Chaat Palace,33.6856443,73.0443206,restaurant
United Bank Limited (UBL),33.684082,73.0406647,bank
Shah G Food Restaurant,33.6119912,72.8681111,restaurant
Mega Medical Complex,33.5972995,73.0468936,hospital
Shamowaii Tariq Shaheed Isalamabad Model Schoo for Boys G-8/1,33.6904302,73.0481196,school
FG Girls Higher Secondary School (former) G-8/4,33.695928,73.0574042,school
Alam Hospital,33.6300435,73.1189166,hospital
Khabbay Ki Saji,33.6687307,73.0767044,restaurant
Hey! Pita,33.6687619,73.0769074,restaurant
Crusteez Donuts,33.6687846,73.0768123,restaurant
FATMOE'S Smash Burgers,33.668794,73.0767702,restaurant
Juicebar,33.6687961,73.0767037,restaurant
Cafe Grill,33.6688395,73.0765483,restaurant
new gujjar khan medical store,33.6520132,73.1954238,hospital
ANAAJ FOOD STREET IIUI,33.658555,73.0243056,restaurant
FRUIT & JUICE SHOP,33.6605084,73.0200359,restaurant
IIUI MEDICAL CENTRE,33.6621889,73.021572,hospital
HAZRAT MARYAM(R.A) BLOCK,33.6586635,73.0290235,school
HAZRAT FATIMA BLOCK(R.A),33.6592237,73.0294599,school
DEPARTMENT OF ELECTRICAL ENGINEERING,33.6593597,73.0291374,school
CAEPE/CIRBS,33.6573118,73.0289811,school
Darr-Ul-Muneera Block,33.6599665,73.0303856,school
Girls Hostel Playground,33.6590979,73.0315268,school
Mastani Jaga,33.6604538,73.0294519,school
SULTANI JUICE,33.6620075,73.0273961,restaurant
Central Mosque IIUI,33.6605432,73.0257549,mosque
AL HABIB BANK LTD.,33.6581858,73.0200029,bank
KING'S CAFE,33.6580519,73.019998,cafe
Cheezious,33.5655266,73.1292383,restaurant
ali baba dhai bhallay,33.5859365,73.0891013,restaurant
chaaye khana B.17,33.6853432,72.8256016,cafe
Ghulam mehdi memorial hospital GMMH,33.6643883,72.8610327,hospital
Meezan bank,33.6603096,72.8566947,bank
TreeHouse Cafe,33.7213141,73.0509816,cafe
Adeel Karyana Store,33.612771,73.1172552,supermarket
Jamia Masjid Aqsa (Ahle Hadith),33.6143251,73.1201022,mosque
Hafiz General Store,33.6135533,73.1174155,supermarket
Rajput General Store,33.6137081,73.1155842,supermarket
Zaman General Store,33.6137078,73.1170614,supermarket
Al Madina General Store,33.613404,73.1149044,supermarket
Kohi Barmol General Store,33.6157174,73.1170082,supermarket
Nawab Atta Chaki,33.6157797,73.1172736,supermarket
Itehad General Store,33.6136608,73.1199531,supermarket
Mangral Atta Chakki,33.6142665,73.1194152,supermarket
Usman General Store,33.6139569,73.1193679,supermarket
IBRAHIM masjid,33.6053758,72.9977077,mosque
Embassy Lodge Hotel and Marquee,33.664124,73.1540576,restaurant
Burgers Mafia,33.5675384,73.0511125,restaurant
Aanch Restaurant,33.7300793,73.076954,restaurant
Fumé Islamabad,33.6664387,73.0753364,cafe
Quetta Tea & Tea,33.6947303,73.0127172,restaurant
Punjab Milk Shop,33.6913354,72.9991914,restaurant
Punjab Milk Shop,33.6905803,72.9987549,restaurant
Ranchers,33.6840242,72.9865273,restaurant
Meezan Bank - Khana Pul Branch,33.6289405,73.1113616,bank
Shell Khanna Petrol Pump Khanna Rd,33.6291266,73.1094665,fuel
Vital Petrol Pump,33.6291761,73.1100114,fuel
Vital Petrol Pump,33.6291761,73.1100114,fuel
Noorani Restaurant,33.7110292,73.0382394,restaurant
Cheezious Old F-7,33.7191494,73.0552913,restaurant
Madina Cash & Carry,33.6305616,73.1147244,supermarket
Elaaj International Hospital Islamabad,33.630284,73.1149925,hospital
TM CNG,33.6327198,73.1132836,fuel
Health International Hospital,33.6327853,73.1130521,hospital
MCB Bank Khanna Branch,33.6296222,73.1181935,bank
Habib Bank Limited (HBL) - Khanna Pul Branch,33.6295126,73.1176989,bank
Askari Bank Islamic Banking,33.6295314,73.117804,bank
Al-Haram Cash & Carry,33.632946,73.1271778,supermarket
JS Bank,33.6348107,73.1368553,bank
Jamia Masjid Dar-ul-Ilm جامع مسجد دارالعلم,33.7159063,73.0290172,mosque
Talha Heights 2,33.6384532,73.0628312,supermarket
Century Business Park,33.6687212,73.072094,supermarket
Tim Hortons,33.6687958,73.0777107,cafe
SHELL,33.6667028,73.0726515,fuel
Butt Karahi Tikka,33.6694073,73.0749976,restaurant
Cheezious I-8,33.6685775,73.0750649,restaurant
Papa John's,33.6685265,73.0754702,restaurant
Rendezvous Xpress I8,33.6674117,73.0747194,restaurant
Tayto Cafe,33.6673281,73.0747169,restaurant
Meezan Bank,33.6664766,73.0744311,bank
Bank Islami,33.6662221,73.0743544,bank
Le Repas Cafe & Restaurant,33.5934446,72.854643,restaurant
Isaac Montessori School,33.6329344,73.0544893,school
foodo,33.668785,73.0005911,restaurant
noor generar hospital,33.6689967,73.0004123,hospital
HBL Bank,33.7465754,73.1384018,bank
پاکستان اسٹیٹ آئل,33.7387393,73.0975684,fuel
Amaya,33.6909268,73.0120077,cafe
Adyala Tower Shopping Mall and Flats,33.5548306,73.059363,supermarket
Asian Wok By Monal,33.6690517,73.0777853,restaurant
14th Street Pizza,33.6690619,73.0776731,restaurant
BRIM - Big Juicy Burgers,33.6690923,73.0776054,restaurant
native - Speciality Coffee,33.66911,73.0774941,cafe
OverDose Donut Shop,33.6691279,73.0774305,restaurant
SECCS,33.6428642,72.990209,school
SNS Old Building,33.6368447,72.9902164,school
Coffee Lounge,33.6475751,72.9908389,cafe
Chaman Biryani,33.6390597,73.1539322,restaurant
standard care hospital,33.5504519,73.1256581,hospital
IDC,33.5979608,73.04565,hospital
Madni Shwarma & Burger Aslam Market Mehrabdi G-12 Islamabad point,33.6680779,72.9842694,restaurant
The Townhouse Hotel islamabad,33.7190436,73.054226,restaurant
Masjid,33.6747301,73.1402536,mosque
GO Petrol Station,33.5867398,73.0148213,fuel
Shining Star Public School,33.588002,73.013995,school
UBL,33.7181798,73.0534693,bank
Kung Fu Tea,33.7203824,73.056982,cafe
Bank Islami,33.7203521,73.0569041,bank
Khyber Shinwari,33.7202008,73.056753,restaurant
Lanzhou Beef Noodles,33.7202324,73.0568119,restaurant
Yakul Mandi (Arabian Restaurant),33.7201399,73.05681,restaurant
Sooper Scooperz,33.7204231,73.0564661,restaurant
Coffee Bean And Tea Leaf,33.7317162,73.0792218,cafe
Tayto Cafe,33.7315753,73.0793693,cafe
GAIA,33.7316871,73.0792855,restaurant
شیل,33.5986075,73.1390589,fuel
KFC,33.597973,73.1394651,restaurant
Attock,33.5971735,73.1402283,fuel
Pizza Hut,33.5968198,73.140331,restaurant
Subway,33.5969031,73.1403782,restaurant
McDonald's,33.5967382,73.1403651,restaurant
Japan Electronics,33.6249524,73.0686506,supermarket
Khoka Khola,33.7202929,73.073402,restaurant
Maryam Mess,33.6438765,72.9946982,restaurant
C3 Cafe,33.6418618,72.9938592,cafe
"Hanif Medical Complex - Faisal Town, Islamabad",33.6080157,72.8673256,hospital
"Hanif Medical Complex - Faisal Town, Islamabad",33.6094003,72.8660711,hospital
Clinic,33.562143,73.1183405,hospital
The Roarworks,33.7138688,73.0655161,cafe
crumble cookies,33.5864398,73.0882789,cafe
Cheezious,33.6458178,72.9638992,restaurant
Crusteez,33.6457931,72.9638519,restaurant
Tehzeeb bakers,33.5864499,73.087925,cafe
Hamza Tuck Shop,33.7122193,73.0927224,supermarket
Shawarma Ladz,33.6477642,72.9906688,restaurant
Second Cup Coffee Company,33.729824,73.0776879,cafe
NBS Ground,33.6456408,72.9899335,school
Coffeemistry,33.7204206,73.0548085,cafe
AFIP Lboratory CMH Rawalpindi,33.5798719,73.0459138,hospital
Mensstore,33.5678498,73.154884,supermarket
"Yara - Restaurant, Cafe & Hookah Lounge",33.7359982,73.0786976,cafe
Madni Masjid,33.6485654,73.0681244,mosque
Faisal Mosque,33.7299845,73.0380352,mosque
PakTurk Maarif Chak Shazhad Boys Campus,33.6474001,73.1580646,school
پاک تورک مارف چک شہزاد کیمپس,33.6475778,73.1579766,school
Wrap Lab Food,33.7103762,73.0580096,restaurant
Rabbani Masjid,33.7401768,73.1779992,mosque
Al-Fateh mosque,33.6958779,73.034178,mosque
Fed Govt Primary School #32,33.6960285,73.0350164,school
Islamabad Model School for Girls G-9/1,33.6848039,73.0313885,school
Pakistan Institute for Medical Sciences (PIMS),33.7022057,73.0526383,hospital
Federal Government Junior Model School No.68,33.6917435,73.0391143,school
Federal Government Secondary School No. 14,33.6825527,73.0295143,school
مدنی مسجد,33.7142523,73.0338637,mosque
Islamabad Model College for Boys F-10/4,33.6901285,73.0068854,school
Islamabad Model College for Boys F-7/3,33.7275709,73.0590347,school
Masjid Ayub Ansari,33.690539,72.9979769,mosque
مسجد ایف-10/1,33.6851567,73.0019013,mosque
مسجد ابو ہریرہ,33.6858816,73.0057121,mosque
Federal Government Junior Model School No. 38,33.6871,73.0429557,school
Federal Government Secondary School For Girls No. 13,33.6884461,73.0403079,school
Jamia Afridia,33.7311571,73.0511072,school
نوری ہسپتال,33.6994213,73.0535524,hospital
Federal Government Girls Model School G-9/3,33.6927934,73.0353764,school
Shifa International Hospital,33.6759211,73.0667951,hospital
The City School,33.678496,73.0644649,school
Beaconhouse Margalla Campus,33.6818516,73.0660698,school
Jamia Bahar-e-Madina,33.6782013,73.0245482,mosque
Mughera bin Sheba Masque,33.6853375,73.0164293,mosque
Holy Family Hospital,33.6406495,73.0569393,hospital
Islamabad Model School,33.6469243,73.0307205,school
Zeeshan Ahmad Shaheed Model School For Boys I-10/2,33.6483133,73.0326034,school
Federal Government Model School I-10/2,33.6491171,73.03317,school
Masjid Salman Farsi,33.6497369,73.0324999,mosque
Islamabad Model College for Girls I-10/4 (Stem Intervention),33.6449032,73.043212,school
Federal Government Model School for Girls I-10/4,33.6467265,73.0451836,school
Federal Government Middle School for Girls I-10/4,33.6464144,73.0473061,school
Federal Government Girls Model School G-6/1,33.7127611,73.0852823,school
Federal Government Model School No. 36 G-9/2,33.6889866,73.0245158,school
Islamabad Model School No. 3 G-9/2 Blended e-Learning,33.6885118,73.0277988,school
Markazi Jamia Masjid,33.6183908,73.0561256,mosque
Masjid Abu zar Ghafari (R.A),33.6962404,73.0444248,mosque
Federal Government Junior Model School G-8/1,33.692702,73.046665,school
Jilania Masjid,33.6930356,73.0459113,mosque
Masjid Anwar e Madina,33.6889525,73.0498976,mosque
Al Ihsan Hospital,33.5989984,73.0611868,hospital
National Training Center for Special Persons,33.6927738,73.0307911,school
Federal Government Junior School No. 44,33.7000319,73.0448943,school
Farooq-e-Azam Masjid,33.6926694,73.038803,mosque
Islamabad Model College for Girls I-8/2,33.6659322,73.067564,school
DHQ Hospital,33.6126522,73.0529771,hospital
AFIC (Armed Forces Institute of Cardiology),33.5971466,73.0448193,hospital
Ashra Mubashra Masjid,33.6967204,73.0407321,mosque
Federal Government Boys Higher Secondary School G-8/4,33.6936134,73.0580576,school
FG Junior Model School G-/8/4,33.6960283,73.0542085,school
Federal Government Girls Model Middle School,33.6944388,73.0593142,school
Jamia Masjid As-Siddiq,33.6956063,73.0594001,mosque
Islamabad Model School G-8/4,33.6976594,73.059164,school
نیشنل بینک آف پاکستان,33.7172184,73.085141,bank
Gakhar Plaza,33.5980993,73.0500847,supermarket
"Mega Medical Complex,",33.5970392,73.046901,hospital
Jamia Masjid Qutab Shaheed,33.7126842,73.0926487,mosque
CDA Hospital,33.7166307,73.0799988,hospital
G-7/2 ایف جی گرلز ماڈل اسکول,33.7045839,73.0640881,school
OPF Foundation School,33.682411,73.0702369,school
Islamabad Convent School,33.6815575,73.0712369,school
Lal Masjid,33.7128096,73.0871825,mosque
Islamabad Model Primary School F-7/1,33.7147178,73.05388,school
Combined Military Hospital,33.5802205,73.0499032,hospital
Islamabad Model School for Girls No.49 I-10/1,33.6403487,73.0350522,school
کمرشل مارکیٹ,33.6376932,73.0703628,supermarket
Masjid Scheme 3,33.5859335,73.0902489,mosque
Golden Market,33.7137265,73.0721379,supermarket
